### columns from Head ###
     Cluster     Annotation     gene     p_val     avg_diff     pct.1     pct.2

### data from body ###

     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     H2-K1     1.5586e-15     1.7454     0.694     0.141
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     H2-Q7     7.4876e-15     1.7179     0.333     0.007
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ms4a6c     4.9953e-13     1.6998     0.306     0.008
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cebpb     3.034e-11     1.6992     0.306     0.014
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cd14     1.195e-8     1.699     0.25     0.024
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cyba     1.459e-11     1.6729     0.528     0.079
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl18a     1.7285e-28     1.662     0.944     0.452
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps11     5.3748e-20     1.6409     0.833     0.25
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     H2-T23     9.5873e-13     1.6331     0.306     0.009
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cotl1     1.7533e-12     1.6179     0.556     0.084
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Lgals1     1.5296e-8     1.6146     0.25     0.014
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Stk17b     5.9493e-13     1.6124     0.361     0.017
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Shisa5     3.3687e-11     1.612     0.389     0.039
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Samhd1     8.1783e-15     1.6077     0.389     0.015
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cyp4f18     3.7566e-19     1.597     0.278     0.001
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Fcer1g     3.9794e-11     1.5875     0.667     0.159
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cd83     3.0569e-9     1.5815     0.444     0.066
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ifi27l2a     1.5307e-13     1.5771     0.389     0.021
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Napsa     1.9085e-11     1.5753     0.194     0.001
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rac2     9.5097e-12     1.5687     0.361     0.021
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rgs1     2.4065e-7     1.5673     0.333     0.076
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl35     2.2076e-15     1.5628     0.778     0.181
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ier3     0.0000026143     1.5551     0.306     0.049
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     S100a6     5.7099e-8     1.547     0.389     0.097
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Anxa2     1.1032e-8     1.5426     0.222     0.01
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Lilrb4a     2.4747e-12     1.5225     0.25     0.003
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gngt2     5.0721e-11     1.5214     0.333     0.026
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ucp2     5.4106e-14     1.494     0.528     0.059
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ctsc     1.9694e-9     1.487     0.417     0.048
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Psmb8     1.054e-14     1.4847     0.417     0.027
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Alox5ap     3.1591e-11     1.4829     0.333     0.046
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Hes1     7.184e-7     1.4822     0.222     0.025
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Clec4a3     3.36e-9     1.4812     0.278     0.015
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Tgfbi     6.0064e-11     1.4626     0.278     0.014
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Btg1     8.8041e-8     1.4602     0.333     0.037
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps15a     1.0497e-19     1.444     0.778     0.394
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ifitm6     1.656e-14     1.434     0.25     0.003
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Vim     2.3946e-10     1.4261     0.361     0.026
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ccrl2     2.1037e-7     1.4238     0.25     0.037
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cnn2     2.2027e-15     1.4237     0.306     0.004
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cdk2ap2     4.3641e-9     1.4189     0.417     0.077
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Itgb2     1.7769e-10     1.4122     0.333     0.022
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Lilr4b     7.3539e-12     1.4119     0.222     0.003
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Pilra     4.7678e-12     1.4085     0.222     0.004
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Lcp1     4.2556e-11     1.4085     0.417     0.037
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps3a1     6.7752e-14     1.4035     0.778     0.301
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cd36     4.7786e-10     1.4024     0.194     0.002
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Pglyrp1     1.7277e-7     1.402     0.167     0.004
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ms4a6b     2.6581e-8     1.3954     0.25     0.012
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Arhgdib     1.7293e-14     1.3922     0.417     0.026
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps27     2.2835e-30     1.3891     1     0.65
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rplp0     2.9286e-15     1.3867     0.75     0.325
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps6     1.7278e-9     1.3851     0.528     0.115
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps23     1.434e-16     1.38     0.861     0.335
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Clic1     1.1881e-10     1.3769     0.528     0.078
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps19     4.3745e-15     1.3769     0.833     0.321
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Sat1     7.4174e-9     1.3709     0.472     0.215
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl10     1.133e-14     1.363     0.833     0.307
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Arpc1b     1.4022e-10     1.3602     0.583     0.118
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Clec4a1     1.4577e-11     1.3601     0.167     0.001
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Clec7a     8.7069e-12     1.3551     0.25     0.005
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ptpn18     3.1412e-10     1.3525     0.361     0.029
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Nupr1     2.887e-9     1.3412     0.25     0.018
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ccl3     0.0097     1.3358     0.25     0.113
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ostf1     1.0611e-7     1.3337     0.417     0.071
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Fyb     4.9657e-8     1.3323     0.222     0.011
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     S100a10     0     1.3294     0.222     0.025
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl23a     1.1063e-10     1.3279     0.667     0.262
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Msn     0.0000012049     1.3265     0.306     0.039
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Spi1     7.1863e-13     1.3023     0.472     0.048
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Tagln2     7.2379e-10     1.2999     0.306     0.02
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps2     9.0264e-11     1.299     0.694     0.241
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ftl1-ps1     1.5264e-11     1.2941     0.528     0.077
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ace     5.5355e-11     1.2918     0.222     0.003
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Dusp2     0.000001747     1.2889     0.167     0.008
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps14     3.1946e-18     1.2886     0.889     0.461
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gm9843     1.4266e-9     1.2863     0.639     0.169
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cdkn1a     6.138e-9     1.2831     0.361     0.038
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Bcl2a1b     1.654e-8     1.2688     0.306     0.028
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Dusp5     4.0281e-8     1.2665     0.194     0.005
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ptpn6     6.7734e-11     1.2585     0.306     0.022
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps16     1.2676e-8     1.2577     0.611     0.213
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Irf1     2.4053e-7     1.2497     0.222     0.015
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Mcl1     1.4984e-7     1.2415     0.556     0.146
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ifi30     1.9512e-8     1.2409     0.278     0.022
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ftl1     2.1464e-9     1.2363     0.806     0.341
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Il2rg     1.0989e-10     1.2361     0.222     0.003
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rap1b     3.0045e-7     1.2339     0.472     0.111
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps18     2.0673e-9     1.2245     0.667     0.243
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Psme1     9.8398e-9     1.2188     0.361     0.038
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cd68     1.6938e-8     1.2095     0.444     0.072
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ctsh     1.2689e-8     1.2032     0.417     0.061
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gimap6     2.3229e-7     1.1996     0.167     0.008
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     AB124611     2.6308e-12     1.1939     0.222     0.002
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Junb     1.0823e-8     1.1853     0.639     0.183
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl13     5.4904e-16     1.1838     0.861     0.529
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Fau     7.5579e-15     1.1775     0.889     0.432
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Psap     1.9818e-9     1.1771     0.667     0.409
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Msrb1     0     1.1763     0.333     0.117
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cd48     6.0816e-8     1.1702     0.25     0.014
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Prr13     0.0005     1.1691     0.25     0.058
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl34     2.6328e-10     1.1651     0.778     0.32
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gda     1.4018e-7     1.1641     0.167     0.003
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gm10736     5.1266e-7     1.1639     0.5     0.12
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Fcgr3     1.5079e-10     1.161     0.5     0.081
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     AW112010     6.9672e-7     1.1605     0.167     0.007
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ccl9     4.6761e-7     1.1593     0.222     0.031
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cxcl16     0.0002     1.1591     0.167     0.015
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Apoe     1.0834e-8     1.1565     0.806     0.705
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Csrnp1     1.8616e-7     1.1563     0.306     0.035
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gm6377     1.1125e-9     1.1532     0.167     0.001
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Arpc2     0.0000024315     1.1528     0.556     0.188
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Glipr1     1.418e-8     1.1484     0.194     0.004
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps24     4.1867e-13     1.1483     0.833     0.513
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl3     5.832e-10     1.1452     0.806     0.352
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Adgre5     1.2889e-7     1.1429     0.194     0.006
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps7     1.1676e-7     1.1428     0.639     0.274
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps29     7.0215e-20     1.1354     0.889     0.664
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     H2-DMa     0.0001     1.1346     0.222     0.031
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Actr3     3.7699e-9     1.1238     0.5     0.092
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps9     9.295e-12     1.1216     0.833     0.445
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Nfkbid     0.0012     1.1209     0.194     0.032
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl15     8.4424e-7     1.1184     0.528     0.147
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl35a     0.0000025392     1.1121     0.583     0.235
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Pmaip1     1.3685e-9     1.1104     0.222     0.006
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Sub1     1.3999e-8     1.1091     0.667     0.191
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Klf2     8.588e-10     1.1082     0.583     0.123
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Laptm5     1.5847e-10     1.108     0.556     0.104
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl37a     1.8821e-12     1.1078     0.806     0.401
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl12     0.0000093195     1.1073     0.5     0.173
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Pabpc1     7.2039e-8     1.1071     0.611     0.169
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Myl12a     0     1.106     0.417     0.114
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl32     3.3227e-13     1.0969     0.889     0.52
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rgs2     2.1592e-10     1.094     0.556     0.114
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Smpdl3a     0     1.0905     0.278     0.044
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gpsm3     5.2383e-8     1.0761     0.194     0.006
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Sh3bgrl3     1.2496e-8     1.076     0.75     0.339
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gm15427     0     1.0722     0.417     0.113
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl6     4.0259e-7     1.0699     0.639     0.25
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Plek     0     1.0659     0.333     0.073
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rplp2     6.0773e-9     1.0659     0.667     0.373
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps13     7.3246e-9     1.0614     0.778     0.326
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rack1     2.624e-9     1.0586     0.611     0.138
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Tspo     1.0236e-8     1.0568     0.278     0.018
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gm26532     0.0000078211     1.0548     0.222     0.024
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl36     8.1919e-8     1.0509     0.722     0.361
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl17     7.6574e-7     1.0492     0.639     0.232
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rnf114     0.0006     1.0486     0.25     0.061
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cmtm7     0.0000010612     1.0459     0.25     0.038
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps15a-ps7     0.0000032801     1.0451     0.222     0.017
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Klf10     0     1.0442     0.194     0.017
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Arpc3     0.0000073496     1.0424     0.5     0.141
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Actg1     0.0001     1.039     0.472     0.173
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps20     0.000002596     1.039     0.639     0.255
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Apobec3     6.7248e-9     1.0375     0.222     0.013
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Hck     0.0001     1.0372     0.194     0.018
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ier2     3.4856e-10     1.0268     0.5     0.088
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cd300ld     2.6113e-9     1.0254     0.167     0.001
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Stk24     0     1.0231     0.222     0.021
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Fcgr2b     1.8183e-7     1.0218     0.278     0.034
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl22     3.0651e-7     1.0207     0.694     0.253
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Hprt     0.0033     1.0204     0.222     0.053
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rpl36al     0.0000018875     1.0203     0.583     0.199
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Hcst     4.8494e-7     1.0188     0.167     0.006
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Tgfb1     6.1826e-8     1.0177     0.222     0.013
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Nfkbia     3.2733e-11     1.0112     0.667     0.157
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ube2j2     0     1.0096     0.278     0.042
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Nfe2l2     0     1.0021     0.25     0.034
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rbm3     0.0009     1.0018     0.194     0.029
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Rps4x     0.0000071945     0.9936     0.556     0.22
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Dusp1     0.0017     0.9934     0.444     0.186
