### columns from Head ###
     Cluster     Annotation     gene     p_val     avg_diff     pct.1     pct.2

### data from body ###

     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ube3a     1.2307e-9     1.3885     0.229     0.053
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Srrt     8.7052e-9     1.3832     0.229     0.047
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Hdac3     3.9738e-10     1.383     0.208     0.039
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Brd9     5.2805e-16     1.3826     0.375     0.094
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Gls     4.1747e-14     1.3774     0.292     0.041
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tmem191c     1.9936e-8     1.3739     0.188     0.011
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Nsmaf     5.019e-8     1.3684     0.188     0.028
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     B230334C09Rik     1.7689e-11     1.362     0.188     0.007
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dlgap1     2.5439e-8     1.3329     0.25     0.037
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     A330023F24Rik     1.6332e-9     1.3319     0.188     0.011
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Nvl     2.2734e-8     1.3303     0.167     0.021
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rnf112     4.2484e-7     1.3241     0.25     0.058
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Letm2     1.2419e-13     1.323     0.188     0.02
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Capn2     0.0000015209     1.3192     0.229     0.05
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Gabra2     4.1475e-9     1.3109     0.188     0.012
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Thoc1     5.8457e-7     1.3088     0.208     0.033
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Kcnq2     2.3234e-9     1.3076     0.25     0.033
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Mical2     1.8886e-8     1.3046     0.229     0.024
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Cacna1e     2.6067e-11     1.3007     0.208     0.018
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     A230050P20Rik     7.6665e-8     1.3003     0.188     0.012
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Fubp1     2.1445e-8     1.2993     0.208     0.043
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Reep2     5.1824e-9     1.2962     0.167     0.011
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Srrm2     6.7556e-9     1.293     0.312     0.105
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ntrk3     7.7757e-9     1.2916     0.229     0.034
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dennd6b     3.3316e-9     1.2643     0.208     0.022
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Gdap1     5.6063e-11     1.263     0.188     0.013
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tacc1     0.0000029529     1.2618     0.208     0.067
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Adam22     0.0000031387     1.2547     0.188     0.032
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tspoap1     0.0000012227     1.252     0.167     0.02
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rbm25     5.172e-9     1.2506     0.312     0.11
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Maged1     2.0114e-7     1.2506     0.312     0.106
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rasgrf1     0.0000017003     1.2486     0.167     0.02
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Scn2a     0.0000036229     1.2467     0.167     0.017
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Mir124-2hg     1.1485e-8     1.2447     0.167     0.01
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Nav2     0.000001309     1.2371     0.208     0.025
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rtn1     1.0413e-8     1.228     0.354     0.114
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Adgrb2     7.353e-11     1.2206     0.188     0.024
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Gpcpd1     0     1.2193     0.167     0.034
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Sfswap     4.2486e-7     1.2179     0.208     0.035
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rgl2     2.0078e-7     1.2167     0.188     0.037
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Gnl2     1.1351e-7     1.2109     0.208     0.042
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Zcchc7     1.0024e-8     1.2105     0.208     0.045
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Trio     2.572e-9     1.2075     0.188     0.016
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rims1     1.0075e-7     1.2057     0.167     0.009
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Atp2b2     1.3431e-7     1.2046     0.208     0.035
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     4632427E13Rik     7.9874e-8     1.2031     0.167     0.007
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Malat1     2.5059e-10     1.1893     0.562     0.31
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Epb41     4.4326e-10     1.1886     0.167     0.013
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ptpn5     3.0858e-8     1.1851     0.188     0.016
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rbm5     6.9988e-8     1.1767     0.25     0.082
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Arfgef3     4.5296e-9     1.176     0.188     0.03
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dgkz     0.0001     1.1759     0.208     0.06
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     AC149090.1     3.9878e-8     1.1755     0.292     0.079
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rabl2     1.2924e-9     1.1747     0.188     0.024
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Psma1     0.0000011725     1.1682     0.312     0.114
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Pfkp     0     1.1589     0.188     0.027
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Vps50     0.0000015984     1.1521     0.167     0.034
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Zcchc11     3.0728e-8     1.1516     0.167     0.018
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Chuk     0.0000023875     1.1502     0.208     0.05
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Safb2     2.1795e-10     1.1489     0.229     0.05
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Cnrip1     0     1.1466     0.167     0.019
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Atp2b1     0.0000032857     1.1448     0.25     0.076
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Fam193b     6.1432e-7     1.1441     0.188     0.04
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rrnad1     5.0664e-7     1.1431     0.167     0.022
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ddx17     3.9448e-8     1.1421     0.354     0.123
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Lrrc45     0.0000017115     1.14     0.167     0.033
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Luc7l2     1.3848e-10     1.138     0.292     0.103
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dbn1     2.2863e-8     1.1354     0.167     0.02
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Plekha5     3.5118e-9     1.1329     0.167     0.019
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tbce     4.7369e-9     1.1328     0.188     0.043
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Celf4     0.0001     1.1322     0.229     0.046
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Cstf2     0     1.1319     0.188     0.047
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Mbtd1     5.3361e-7     1.1282     0.167     0.021
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ppp1r12a     0.0000069486     1.1266     0.292     0.087
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Arhgef25     0.0000037304     1.1256     0.167     0.013
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Paxbp1     0     1.125     0.167     0.035
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Lrpprc     9.368e-8     1.1159     0.188     0.031
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tnrc6c     1.3427e-7     1.1111     0.167     0.025
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Kcna2     0.0002     1.1078     0.229     0.06
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Xist     9.5329e-10     1.1065     0.646     0.299
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tanc2     0     1.1051     0.208     0.059
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dync1h1     6.8983e-7     1.1026     0.25     0.078
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Etnk1     0.0000019568     1.1024     0.271     0.099
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dalrd3     4.4746e-9     1.1007     0.25     0.064
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Thy1     1.5098e-8     1.0952     0.188     0.03
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Pnn     0.0001     1.0946     0.188     0.07
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Nrxn3     0     1.0943     0.167     0.019
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Usp48     2.8184e-10     1.0922     0.229     0.061
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Gdi1     1.9083e-10     1.0896     0.562     0.23
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Chd8     7.1211e-8     1.0861     0.167     0.025
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ptprn     0.0000048458     1.0858     0.188     0.05
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ralgapa1     0.0000083336     1.0821     0.167     0.031
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Car11     0.0000030838     1.0791     0.167     0.037
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Snap25     0     1.0757     0.312     0.113
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Srsf1     3.8603e-7     1.0659     0.271     0.084
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Agrn     0.0000092639     1.064     0.25     0.072
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Chd3     0     1.0595     0.167     0.046
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Slc25a3     1.4156e-8     1.0504     0.521     0.254
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Guf1     0.0001     1.0492     0.167     0.024
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ccnt2     0     1.0464     0.188     0.05
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     4930402H24Rik     0.0000025374     1.0432     0.333     0.154
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Macf1     3.1622e-7     1.0394     0.292     0.109
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Sptan1     1.4052e-9     1.0367     0.188     0.045
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Bmp1     0.0002     1.0363     0.167     0.04
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Abr     0.0000094521     1.0204     0.167     0.026
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Atp11b     0     1.0201     0.167     0.048
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Psma3     0.0001     1.0163     0.271     0.122
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Atp1b1     0     1.0056     0.25     0.074
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Asap1     0     1.0035     0.167     0.028
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Mcoln1     0.0004     0.9982     0.208     0.064
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Iars     1.5917e-10     0.9897     0.167     0.051
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Pura     0.0006     0.9895     0.188     0.08
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Sltm     1.9058e-8     0.9864     0.25     0.08
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Firre     0.0001     0.9856     0.167     0.053
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Csnk1e     5.233e-7     0.9785     0.188     0.054
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Srek1     0.0000036716     0.9769     0.208     0.056
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Adgrl1     0.0007     0.9739     0.208     0.053
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Wsb1     0.000004382     0.9714     0.292     0.111
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Stxbp1     3.6336e-7     0.9687     0.167     0.049
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Clk4     0.0000062017     0.9673     0.229     0.114
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Uchl1     6.8029e-7     0.9665     0.312     0.106
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ppme1     0.0000025605     0.964     0.167     0.044
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Zc3h7a     9.0806e-7     0.9603     0.167     0.042
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Arpp21     0.0018     0.9599     0.167     0.035
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Mat2a     0.0000040442     0.9556     0.375     0.22
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Limk2     0.001     0.9413     0.188     0.048
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Cpsf6     0.0001     0.9411     0.167     0.052
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Polb     0     0.9377     0.229     0.095
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Prkcb     0.0035     0.9346     0.167     0.064
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Emsy     0.0000038419     0.9341     0.167     0.041
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tardbp     0.003     0.9314     0.188     0.077
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Synj1     0.0007     0.9205     0.167     0.049
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ank3     6.6696e-7     0.9181     0.25     0.125
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Nisch     0.0000029411     0.9156     0.229     0.121
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Syt1     0.0013     0.9089     0.188     0.037
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Hnrnph1     3.3489e-7     0.9026     0.312     0.145
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rab24     0.0018     0.8984     0.229     0.082
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Adcy1     0.0006     0.8964     0.188     0.067
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dync1i2     3.4531e-7     0.8895     0.396     0.264
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Haghl     3.5868e-8     0.8862     0.208     0.076
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Anapc5     0.0002     0.8832     0.271     0.116
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ppp3ca     0.0003     0.8827     0.271     0.123
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rogdi     0.0007     0.8736     0.167     0.068
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Rundc3a     0.0001     0.8727     0.229     0.107
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tmcc1     7.9674e-7     0.8727     0.167     0.06
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ddx39b     0     0.8725     0.375     0.179
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dst     0.0003     0.8694     0.208     0.085
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Zmynd11     0     0.8664     0.208     0.086
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ewsr1     0.0000078165     0.8648     0.208     0.117
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Acadvl     0.0002     0.8547     0.167     0.074
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Sptbn1     0     0.8358     0.208     0.106
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ppp1r12c     0.0001     0.8289     0.167     0.056
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Son     0.0000010019     0.8243     0.583     0.407
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Mrpl41     0.0007     0.8225     0.167     0.073
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Sh3glb2     0     0.8108     0.188     0.078
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Elp2     0.0001     0.8081     0.188     0.094
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Bclaf1     0.0000043935     0.8047     0.167     0.058
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dnm1     0.0009     0.8046     0.167     0.04
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ccnl2     0.0006     0.7949     0.188     0.093
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ggnbp2     0.0000042174     0.787     0.167     0.066
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Zfr     1.2486e-7     0.7854     0.208     0.091
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Commd4     0.0016     0.7796     0.25     0.114
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Sf3b1     0     0.7775     0.229     0.124
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Sel1l     0.0039     0.7722     0.188     0.089
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Clasrp     0.0002     0.7576     0.208     0.126
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Clk1     0.004     0.7566     0.333     0.198
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Gnptg     8.4964e-8     0.7536     0.208     0.114
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Hnrnpdl     1.3267e-7     0.7498     0.396     0.243
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Atp2a2     0.0002     0.7498     0.271     0.18
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Npepps     0.002     0.742     0.167     0.08
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ints6l     0.0033     0.7058     0.208     0.107
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tmem50b     0.0001     0.6854     0.167     0.094
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Klhdc2     0.0004     0.6734     0.167     0.089
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Hnrnpm     0.0006     0.6729     0.188     0.134
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Nptn     0.0000060204     0.6688     0.229     0.146
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ppt1     0     0.6542     0.208     0.143
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Strn4     0     0.647     0.188     0.09
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ndrg3     0.0000016549     0.6462     0.167     0.098
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Srsf6     0.0093     0.623     0.208     0.145
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Elavl3     0.0006     0.6207     0.375     0.262
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Kif1a     0.0016     0.611     0.229     0.155
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Camk2a     0     0.6099     0.229     0.117
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Nrbp2     0.0000066733     0.6095     0.333     0.271
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Fus     0.0007     0.6054     0.438     0.325
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Hp1bp3     0.0001     0.5901     0.167     0.106
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Arhgef2     0.0005     0.5874     0.167     0.107
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Hdac5     0.0027     0.5819     0.167     0.096
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Mff     0.0001     0.5819     0.208     0.131
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Tra2a     0.0003     0.5799     0.25     0.15
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Kmt2c     0.0007     0.561     0.229     0.136
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ablim2     0.0012     0.5428     0.188     0.126
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Idh3b     0.001     0.5369     0.167     0.113
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ift20     0.0005     0.5349     0.167     0.114
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Timm8b     0.0097     0.5148     0.292     0.238
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ldha     0.0001     0.4988     0.167     0.095
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Cltc     0.0032     0.4942     0.188     0.113
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ccni     0.0022     0.4895     0.188     0.122
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Jkamp     0.0012     0.487     0.167     0.115
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Dnajc7     0.0003     0.4783     0.188     0.131
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Fkbp3     0.0011     0.4569     0.188     0.131
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Ank2     0.0007     0.4231     0.208     0.155
     Adult-Brain_7     Neuron_Meg3 high (Adult-Brain)     Gtf2i     0.003     0.4089     0.25     0.177
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Lyz2     1.0846e-42     4.0009     0.667     0.055
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cd74     3.2369e-50     3.6787     0.5     0.056
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ifitm3     1.8447e-33     3.3771     0.611     0.022
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     H2-Aa     2.8128e-23     2.8958     0.333     0.013
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Crip1     3.3024e-33     2.8602     0.667     0.025
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ccl5     6.5691e-17     2.8493     0.167     0.023
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     H2-Ab1     5.3438e-25     2.8087     0.306     0.032
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Srgn     1.0534e-41     2.7461     0.861     0.041
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     H2-Eb1     1.2743e-18     2.7116     0.306     0.014
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cd52     1.0835e-30     2.5261     0.75     0.04
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Wfdc17     2.8234e-17     2.5132     0.278     0.01
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Plac8     2.3147e-13     2.4552     0.222     0.002
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ighm     7.4741e-13     2.4496     0.25     0.041
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     S100a4     3.0896e-19     2.4324     0.306     0.003
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Gpx1     9.7984e-27     2.4233     0.667     0.133
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Il1b     1.2619e-20     2.4168     0.389     0.005
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     H2-D1     1.1045e-40     2.4053     0.972     0.157
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Fxyd5     2.0728e-32     2.3799     0.611     0.01
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cybb     1.3062e-30     2.3384     0.556     0.006
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Lsp1     4.0098e-24     2.2168     0.472     0.008
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Nr4a1     8.9561e-19     2.1569     0.5     0.035
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ccl6     7.3337e-14     2.1143     0.389     0.032
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Lst1     2.0133e-16     2.1043     0.417     0.03
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Coro1a     1.5982e-19     2.0828     0.583     0.053
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     B2m     1.7338e-34     2.0226     1     0.471
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ly6e     1.1253e-18     2.0113     0.75     0.142
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ly6c2     1.5789e-10     1.9719     0.222     0.004
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ifitm2     7.0729e-25     1.9245     0.5     0.009
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Plbd1     1.4746e-19     1.8997     0.333     0.002
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Cytip     1.3128e-17     1.8958     0.306     0.003
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Ear2     3.9221e-11     1.8923     0.167     0
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Emp3     3.5379e-17     1.8807     0.361     0.01
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Pim1     6.7414e-20     1.8764     0.417     0.008
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Pf4     2.916e-9     1.86     0.194     0.02
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Tyrobp     2.6788e-15     1.8571     0.722     0.181
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Lgals3     1.7374e-14     1.8359     0.306     0.005
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     S100a11     4.2514e-12     1.8304     0.306     0.009
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Tmsb10     7.1974e-15     1.79     0.639     0.116
     Adult-Brain_8     Monocyte_Lyz2 high (Adult-Brain)     Trbc2     2.2751e-9     1.7698     0.167     0.003
